COUNTSTATIONID,COUNTDATE,COUNTDIR,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,FormattedDate
000231,20190101,P,59,39,24,14,26,37,92,142,233,375,470,501,422,357,385,366,369,264,203,129,98,74,54,47,01/01/2019
000231,20190101,S,43,36,12,11,19,29,60,130,194,170,240,300,284,352,356,426,372,276,167,115,64,43,42,14,01/01/2019
000231,20190103,P,18,10,6,4,27,51,80,172,273,291,378,332,362,355,388,431,516,513,273,191,148,118,72,38,01/03/2019
000231,20190103,S,8,10,5,5,16,63,149,347,435,367,391,381,371,356,369,379,368,302,224,140,77,81,55,29,01/03/2019
000231,20190104,P,21,7,6,5,25,45,92,179,302,330,426,385,420,394,432,466,514,520,302,178,126,98,94,43,01/04/2019
000231,20190104,S,20,15,1,14,21,59,128,372,447,394,364,364,442,417,408,457,432,358,294,185,158,131,69,39,01/04/2019
000231,20190105,P,18,16,20,8,20,49,123,178,262,322,451,411,372,403,371,417,395,306,236,184,152,95,86,53,01/05/2019
000231,20190105,S,20,12,7,7,17,28,88,197,316,312,311,318,457,493,510,523,495,426,263,161,131,69,53,39,01/05/2019
000231,20190106,P,38,18,15,15,24,45,93,131,225,324,386,305,351,277,337,349,326,202,167,107,68,80,43,44,01/06/2019
000231,20190106,S,21,19,6,5,18,30,52,142,192,231,274,266,266,298,256,253,243,160,110,121,85,50,33,30,01/06/2019
000231,20190107,P,21,12,22,10,26,33,95,151,229,253,292,267,289,306,307,390,414,411,183,111,106,62,64,44,01/07/2019
000231,20190107,S,20,15,15,6,26,44,132,366,412,279,332,279,293,276,203,301,243,188,129,81,71,56,33,18,01/07/2019
000231,20190108,P,26,7,14,19,21,36,94,147,247,229,246,313,325,314,339,407,438,421,261,176,124,87,74,31,01/08/2019
000231,20190108,S,14,21,17,14,33,59,151,438,424,338,280,270,297,342,273,289,314,211,133,73,62,53,27,31,01/08/2019
000231,20190109,P,15,11,15,11,18,24,78,181,283,275,314,270,306,311,335,397,476,455,251,155,123,90,54,40,01/09/2019
000231,20190109,S,20,14,4,11,14,66,163,450,382,320,342,351,318,301,300,304,335,244,152,87,76,47,30,21,01/09/2019
000231,20190110,P,13,14,15,14,30,78,130,276,429,439,506,421,354,336,336,401,494,527,231,213,121,104,49,39,01/10/2019
000231,20190110,S,15,8,7,17,21,64,166,454,422,317,328,305,291,332,344,344,375,274,214,191,128,102,72,38,01/10/2019
000231,20190111,P,12,9,10,4,29,33,80,168,298,258,289,303,301,327,321,409,417,409,219,144,111,108,81,40,01/11/2019
000231,20190111,S,24,14,6,14,24,49,160,383,365,361,295,302,344,382,362,370,403,324,287,206,185,178,113,70,01/11/2019
000231,20190112,P,18,13,10,7,20,41,75,149,253,252,305,284,274,297,279,341,356,267,183,139,105,92,78,42,01/12/2019
000231,20190112,S,29,15,14,9,17,25,80,187,321,279,253,283,270,314,361,382,326,294,203,107,98,78,40,25,01/12/2019
000231,20190113,P,19,13,9,10,21,37,51,111,214,363,404,436,408,418,427,406,409,278,216,133,87,65,29,23,01/13/2019
000231,20190113,S,27,9,9,5,8,30,58,157,198,219,235,221,259,265,287,315,317,247,161,123,79,43,29,26,01/13/2019
000231,20190114,P,12,11,2,13,19,50,69,177,261,280,306,298,289,320,321,370,434,428,254,150,115,61,48,26,01/14/2019
000231,20190114,S,12,8,5,14,20,50,142,428,415,299,276,317,250,286,288,303,305,267,136,100,53,58,31,14,01/14/2019
000231,20190115,P,10,8,8,10,22,31,99,152,282,275,245,268,291,324,311,388,459,445,261,200,140,86,69,26,01/15/2019
000231,20190115,S,8,8,9,18,18,55,162,445,392,302,301,296,290,294,301,287,286,259,177,105,73,72,46,22,01/15/2019
000231,20190116,P,9,14,12,9,18,44,98,179,274,288,241,226,269,263,284,328,413,382,193,139,108,68,48,37,01/16/2019
000231,20190116,S,24,13,9,10,15,53,155,443,413,295,241,283,247,252,273,262,283,228,135,98,103,57,29,35,01/16/2019
000231,20190117,P,12,10,20,17,26,32,54,145,226,234,257,261,272,314,308,352,482,402,227,134,111,130,50,28,01/17/2019
000231,20190117,S,16,24,20,24,34,51,154,424,403,323,254,302,315,294,313,345,263,268,169,134,152,99,70,94,01/17/2019
000231,20190118,P,17,10,11,15,20,22,52,80,166,194,193,219,228,244,275,366,444,329,216,129,106,101,68,41,01/18/2019
000231,20190118,S,27,34,16,27,27,47,111,378,419,305,234,248,220,212,280,323,351,288,263,236,213,235,162,156,01/18/2019
000231,20190119,P,28,12,11,12,16,28,63,139,206,230,296,281,320,293,316,387,367,297,202,154,153,112,69,56,01/19/2019
000231,20190119,S,73,60,35,15,15,36,72,238,362,348,314,334,344,319,378,381,400,343,181,109,107,79,29,38,01/19/2019
000231,20190120,P,17,15,9,10,16,40,80,100,210,291,417,390,364,354,384,360,427,273,254,130,136,89,62,38,01/20/2019
000231,20190120,S,23,17,10,4,5,27,60,159,232,239,288,263,254,327,340,322,335,240,169,109,99,74,47,43,01/20/2019
000231,20190121,P,9,16,8,22,30,59,118,225,369,541,552,475,391,345,387,432,493,452,261,144,103,69,46,25,01/21/2019
000231,20190121,S,14,9,4,9,16,53,136,332,423,390,316,298,332,279,293,280,278,172,160,117,70,52,21,18,01/21/2019
000231,20190122,P,14,14,9,13,20,39,111,180,270,247,293,262,299,292,306,365,438,444,265,146,134,77,56,33,01/22/2019
000231,20190122,S,22,14,8,10,16,56,147,444,376,288,285,277,276,262,280,272,295,226,147,98,75,51,24,23,01/22/2019
000231,20190123,P,9,9,6,9,12,39,75,159,265,249,263,232,236,245,243,337,377,413,248,129,107,71,54,36,01/23/2019
000231,20190123,S,14,12,5,6,16,57,164,457,355,312,262,289,267,285,271,248,323,195,160,99,76,73,75,30,01/23/2019
000231,20190124,P,10,9,12,16,16,36,50,138,184,190,221,251,265,283,285,365,426,392,235,154,109,83,78,35,01/24/2019
000231,20190124,S,30,28,26,12,21,63,151,421,479,304,215,225,215,230,291,339,324,282,245,151,92,91,100,75,01/24/2019
000231,20190125,P,18,6,13,7,32,45,77,141,238,260,281,282,329,350,378,410,481,449,225,168,103,129,89,44,01/25/2019
000231,20190125,S,9,20,35,23,36,55,129,450,459,343,314,301,301,327,354,417,461,424,375,278,263,230,199,109,01/25/2019
000231,20190126,P,19,16,9,7,23,37,79,140,236,268,301,305,276,305,291,399,417,316,229,171,134,133,89,58,01/26/2019
000231,20190126,S,58,19,13,9,17,29,77,247,425,384,281,241,295,268,307,278,351,358,211,136,112,93,57,48,01/26/2019
000231,20190127,P,30,21,13,10,18,50,100,152,321,509,567,524,482,546,493,454,440,361,207,165,93,84,54,35,01/27/2019
000231,20190127,S,31,16,11,3,10,29,76,167,246,258,293,290,305,328,320,395,303,236,185,128,85,78,41,22,01/27/2019
000231,20190128,P,12,8,8,9,15,54,88,185,298,348,354,298,333,313,340,358,445,423,252,160,109,75,41,19,01/28/2019
000231,20190128,S,20,14,9,4,22,36,147,453,345,282,258,257,267,311,282,302,276,218,150,87,61,50,28,17,01/28/2019
000231,20190129,P,11,5,12,11,17,43,94,163,301,286,275,265,316,290,323,371,442,487,231,176,119,69,43,30,01/29/2019
000231,20190129,S,18,6,2,6,25,47,167,483,392,297,293,273,300,257,294,312,319,276,169,87,68,54,34,16,01/29/2019
000231,20190130,P,7,10,12,14,15,39,86,160,278,249,279,268,284,280,334,339,495,433,250,186,119,67,45,36,01/30/2019
000231,20190130,S,17,5,10,9,24,41,175,445,380,321,276,315,271,290,314,312,326,273,155,117,76,55,54,26,01/30/2019
000231,20190131,P,12,12,11,10,27,27,90,162,269,269,293,280,312,318,327,418,457,426,260,183,156,113,52,39,01/31/2019
000231,20190131,S,27,10,8,7,28,52,169,500,387,345,321,343,297,303,360,355,407,331,247,186,171,159,66,44,01/31/2019
000231,20190201,P,18,11,14,6,27,38,77,150,258,283,326,320,327,333,337,486,541,438,280,169,152,137,93,46,02/01/2019
000231,20190201,S,29,18,14,15,26,56,143,464,417,396,354,360,404,370,398,444,499,475,378,337,296,251,129,48,02/01/2019
000231,20190202,P,21,14,8,15,25,30,86,148,233,238,319,307,283,299,356,387,403,322,245,192,131,119,88,35,02/02/2019
000231,20190202,S,32,20,14,10,23,32,86,227,310,361,333,346,348,379,397,408,420,310,252,155,85,111,45,33,02/02/2019
000231,20190203,P,21,19,15,5,25,28,70,131,244,430,526,511,437,365,372,467,369,197,141,108,164,65,44,22,02/03/2019
000231,20190203,S,19,18,15,6,12,21,65,138,222,250,252,247,247,277,272,285,280,160,114,79,133,77,44,24,02/03/2019
000231,20190204,P,8,13,11,12,41,67,115,215,361,383,424,365,356,352,377,368,465,465,254,163,104,63,47,23,02/04/2019
000231,20190204,S,20,11,4,11,20,56,182,435,380,312,296,295,299,299,296,329,278,221,131,103,68,48,36,19,02/04/2019
000231,20190205,P,11,9,9,10,30,48,91,171,308,284,314,368,398,375,390,378,429,423,293,200,157,108,77,32,02/05/2019
000231,20190205,S,10,13,9,21,39,74,165,474,444,390,381,378,382,364,390,355,329,304,243,164,83,91,45,37,02/05/2019
000231,20190206,P,21,10,9,13,27,36,74,139,237,207,187,205,219,255,258,334,407,390,234,139,143,81,59,26,02/06/2019
000231,20190206,S,18,26,16,11,30,50,158,458,397,291,220,235,229,255,239,267,303,251,152,130,59,78,70,37,02/06/2019
